"Proposal #","Project Title","PI","PI Unit","Status","Sponsor","Prime Sponsor","Admin Unit","Project Start Date","Project End Date","Proposal Type","Project #","Created Date","Total Sponsor Costs","Sponsor Deadline","add new prime sponsor","add new sponsor","full proposal title","History Action","History Action By","History Action Date","History Comment","Prime Sponsor Org Type","Proposal Id","Resolution","Routing Comment","Routing Date","Routing Status","Total Cost Share","Total Direct Costs","Total Indirect Costs","Total Project Cost","uw is receiving funding as","uwreceiving funding lead other","Total Sponsor Costs in Proposal","Total Direct Costs in Proposal","Total Indirect Costs in Proposal","Total Project Cost in Proposal","FY","Project Number","Project Funding Amount","Award F&A Schedule","College (Subdivision)","Closed","Funded","Not Submitted to Sponsor","Submitted to Sponsor","In Development","Under Consideration","Under Review","Approved","Total_submitted_to_sponsor"
"25-0201-P0001","Sparseness and Bellman Functions in Harmonic Analysis","Irina Holmes Fay","Mathematics & Statistics","Funded","National Science Foundation",NA,"Mathematics & Statistics","8/1/2024","7/31/2026","Transfer","25-0201",2024-10-07 02:17:00,"216509","1/31/2025 12:00:00 AM",NA,NA,"Sparseness and Bellman Functions in Harmonic Analysis","Proposal Created > Assigned to SP Proposal Administrator: John Ruess > Status was changed from: In Development to Under Review > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor > Status was changed from: Submitted to Sponsor to Funded","John Ruess > Janissa Marie Analissia Martinez > Irina Holmes Fay > Farrell Jean Rapp","10/7/2024 02:17:07 PM > 10/9/2024 09:39:50 AM > 2/13/2025 02:35:32 PM > 2/14/2025 08:06:01 AM > 2/14/2025 01:40:40 PM > 2/18/2025 10:33:46 AM > 2/18/2025 10:34:09 AM","Transfer submitted in Research.gov, February 2025. > Award Received.",NA,"c4d4bbb0-4f5c-49d8-8fbe-27227345e730",NA,"NSF transfer. Passes preaward checks","2/13/2025 04:17:09 PM > 2/14/2025 08:06:01 AM > 2/14/2025 09:00:57 AM > 2/14/2025 08:22:25 AM > 2/14/2025 01:40:41 PM","Approved > Certified",NA,"157707","58802","216509",NA,"Yes","216509","157707","58802","216509","FY2025","250201A0001",216508,"445MTDC1","College of Engineering & Physical Sciences",0,1,0,0,0,0,0,0,1
"23-1614-P0001","Spillover of SARS-CoV-2 into wildlife from wastewater","Bledar Bisha","Animal Science","Funded","Animal and Plant Health Inspection Service/Department of Agriculture",NA,"Animal Science","6/1/2023","6/1/2025","New","23-1614",2023-06-09 04:45:00,"1362664","5/18/2023 12:00:00 AM",NA,NA,"Spillover of SARS-CoV-2 into wildlife from wastewater treatment plants in the U.S","Proposal Created > Assigned to SP Proposal Administrator: Ashley Schnell > Status was changed from: In Development to Submitted to Sponsor > Status was changed from: Submitted to Sponsor to Funded","Bryce Howard > Ashley Schnell","6/9/2023 04:45:42 PM > 6/12/2023 11:23:43 AM > 6/21/2023 08:58:33 AM > 6/21/2023 08:58:48 AM","Legacy, submitted to sponsor 5/18/2023 > Award received",NA,"0183ea60-031e-4092-ae58-0933b74ed671",NA,NA,"6/21/2023 08:58:05 AM","Cancelled > Not Yet Active",NA,"1238786","123878","1362664",NA,"Yes","1362664","1238786","123878","1362664","FY2023","231614A0001",1362664.6,"10TDC","College of Agriculture, Life Sciences & Natural Resources",0,1,0,0,0,0,0,0,1
"24-0535-P0001","Spin-Orbit Alignment of Close Binary Stars","Maxwell Cassady Moe","Physics & Astronomy","Closed","National Science Foundation",NA,"Physics & Astronomy",NA,NA,"New","24-0535",2023-11-02 01:18:00,NA,"11/15/2023 12:00:00 AM",NA,NA,"Spin-Orbit Alignment of Close Binary Stars","Proposal Created > Assigned to SP Proposal Administrator: John Ruess > Unassigned from SP Proposal Administrator: John Ruess > Assigned to SP Proposal Administrator: Tashina Lemons > Status was changed from: In Development to Closed. Resolution set to: Withdrawn","Maxwell Cassady Moe > Bryce William Howard > Tashina Lemons","11/2/2023 01:18:36 PM > 11/6/2023 02:09:31 PM > 11/9/2023 08:15:04 AM > 11/9/2023 08:15:10 AM > 11/13/2023 08:25:54 AM","Withdrawn due to illness.",NA,"b298c7a0-632e-433b-bd43-e85895137577","Withdrawn",NA,"11/9/2023 12:43:45 PM","Cancelled > Not Yet Active",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,"FY2024","240535A0001",NA,NA,"College of Engineering & Physical Sciences",1,0,0,0,0,0,0,0,0
"24-0515-P0001","Study of the Radiative Effects of Global Subvisible Cirrus Clouds Based on SAGE III/ISS Observations and Radiative Transfer Modeling Capabilities","Masanori Saito","Atmospheric Science","Submitted to Sponsor","Texas A&M University","National Aeronautics and Space Administration","Atmospheric Science","5/3/2024","5/2/2027","New","24-0515",2023-10-25 09:42:00,"130000","11/3/2023 12:00:00 AM",NA,NA,"Study of the Radiative Effects of Global Subvisible Cirrus Clouds Based on SAGE III/ISS Observations and Radiative Transfer Modeling Capabilities","Proposal Created > Status was changed from: In Development to Under Review > Status was changed from: Under Review to In Development > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor > Status was changed from: Submitted to Sponsor to Closed. Resolution set to: Not Funded > Status was changed from: Closed to In Development > Status was changed from: In Development to Submitted to Sponsor","Masanori Saito > John Ruess > Jeffrey R. French > David M. Bagley > Tashina Lemons > Farrell Jean Rapp","10/25/2023 09:42:50 AM > 10/25/2023 09:59:13 AM > 10/25/2023 11:03:55 AM > 10/25/2023 11:12:24 AM > 10/25/2023 12:12:50 PM > 10/25/2023 12:13:07 PM > 10/25/2023 01:25:46 PM > 10/26/2023 08:52:41 AM > 10/26/2023 09:20:18 AM > 10/26/2023 02:11:00 PM > 10/26/2023 03:32:30 PM > 10/26/2023 03:49:18 PM > 10/26/2023 03:52:10 PM > 10/26/2023 06:53:57 PM > 10/27/2023 10:11:22 AM > 10/27/2023 10:18:26 AM > 10/27/2023 10:18:37 AM > 10/27/2023 10:19:12 AM","See tasks > fixing effort > submitted > Administratively closed to correct sponsor > fix sponsor > fixed sponsor",NA,"89afd593-49a2-42cb-9620-20de5f4463da",NA,"All updates listed in routing chain were made, entering routing chain with new amendments to IDC on budget tab and updates to fiscal mangers. > In the Summary Budget, The indirect cost allocation to the department and the college were not completed. Please include 15% for Atmospheric Sciences and 5% for CEPS > Masa-
On the last page, please list Nikki Stotler as the fiscal manager for this proposal. Nikki oversees all of the projects in ATSC.

-Jeff
","10/27/2023 10:19:00 AM > 10/26/2023 06:53:57 PM > 10/26/2023 03:58:39 PM > 10/26/2023 03:54:13 PM > 10/26/2023 03:52:10 PM > 10/26/2023 03:50:07 PM > 10/26/2023 03:32:30 PM > 10/26/2023 03:17:58 PM > 10/26/2023 02:11:00 PM > 10/26/2023 02:10:26 PM > 10/26/2023 08:52:41 AM > 10/25/2023 01:25:46 PM > 10/25/2023 12:13:27 PM","Cancelled > Approved > Certified > Declined > Not Yet Active",NA,"94323","35677","130000","A Subrecipient","No","130000","94323","35677","130000","FY2024","240515A0001",NA,NA,"College of Engineering & Physical Sciences",0,0,0,1,0,0,0,0,1
"25-0045-P0001","Suneco Collaboration","Takashi L. Suyama","Chemistry","Not Submitted to Sponsor","ADD NEW",NA,"Chemistry",NA,NA,"New","25-0045",2024-08-05 10:20:00,NA,"10/19/2024 12:00:00 AM",NA,"Suneco Tech",NA,"Proposal Created > Status was changed from: In Development to Closed. Resolution set to: PI Abandoned","Farrell Jean Rapp > Janissa Marie Analissia Martinez","8/5/2024 10:20:46 AM > 11/21/2024 02:22:42 PM","see attached email 11/21/2024",NA,"b1bc58ab-ca21-4b0d-a499-47e090a66a7a","PI Abandoned",NA,NA,"Not Completed",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,"FY2025","250045A0001",NA,NA,"College of Engineering & Physical Sciences",0,0,1,0,0,0,0,0,0
"24-0649-P0001","Supporting Underserved Populations and Programs to Optimize Remote Monitoring and Telehealth in managing Diabetes and Hypertension (SUPPORT)","Lauren Rose Gilbert","Kinesiology & Health","Submitted to Sponsor","University of Houston","Patient-Centered Outcomes Research Institute","Kinesiology & Health","11/1/2024","10/31/2028","New","24-0649",2023-12-15 09:18:00,"118692","1/3/2024 12:00:00 AM",NA,NA,"Supporting Underserved Populations and Programs to Optimize Remote Monitoring and Telehealth in managing Diabetes and Hypertension (SUPPORT)","Proposal Created > Assigned to SP Proposal Administrator: Kasi Smart > Certified > Unassigned from SP Proposal Administrator: Kasi Smart > Assigned to SP Proposal Administrator: Thomas Abraham Lentner > Status was changed from: Submitted to Sponsor to Closed. Resolution set to: Not Funded","Lauren Rose Gilbert > Bryce William Howard > Inna Willis > Marissa K. Gannon","12/15/2023 09:18:18 AM > 12/15/2023 01:44:51 PM > 12/20/2023 09:03:05 AM > 8/19/2024 02:14:12 PM > 8/19/2024 02:14:15 PM > 2/6/2025 01:57:52 PM","Not Funded",NA,"074057b8-674e-40b3-97ea-357fd80d9023","Not Funded",NA,"12/20/2023 09:03:05 AM > 12/20/2023 09:02:16 AM","Certified > Approved > Not Completed",NA,"84780","33912","118692","A Subrecipient","No","118692","84780","33912","118692","FY2024","240649A0001",NA,NA,"College of Health Sciences",0,0,0,1,0,0,0,0,1
"25-0101-P0001","TBL Equity Math Teachers","Miriam Marie Sanders","School of Teacher Education","Submitted to Sponsor","National Science Foundation",NA,"School of Teacher Education","6/1/2025","5/31/2029","New","25-0101",2024-08-30 09:37:00,"1190654","10/31/2024 12:00:00 AM",NA,NA,"Team-Based Learning to Improve Equitable Teaching Practices in Urban Middle School Mathematics Courses","Proposal Created > Assigned to SP Proposal Administrator: Thomas Abraham Lentner > Status was changed from: In Development to Under Review > Status was changed from: Under Review to In Development > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor","Miriam Marie Sanders > Janissa Marie Analissia Martinez > Kayleigh Ann Edgar > Farrell Jean Rapp > Thomas Abraham Lentner","8/30/2024 09:37:31 AM > 10/2/2024 02:19:50 PM > 10/27/2024 08:51:44 PM > 10/29/2024 10:02:39 AM > 10/29/2024 10:04:33 AM > 10/29/2024 11:41:24 AM > 10/31/2024 10:04:50 AM > 11/13/2024 08:17:36 AM","updating fields > Collaborator submitted their portion on 11/12/2024.  Fully submitted on 11/12/2024",NA,"bc43864b-ce0d-431f-a686-f13bd7468fb8",NA,NA,"10/29/2024 10:05:49 AM > 10/29/2024 11:41:24 AM > 10/31/2024 09:55:52 AM > 10/29/2024 02:30:23 PM > 10/31/2024 10:04:51 AM","Approved > Certified",NA,"887990","302664","1190654",NA,"Yes","1190654","887990","302664","1190654","FY2025","250101A0001",NA,NA,"College of Education",0,0,0,1,0,0,0,0,1
"25-0134-P0001","TNC Public Lands Rule Policy Analysis","Melanie Armstrong","Haub School of Environment & Natural Resources","Funded","The Nature Conservancy",NA,"Haub School of Environment & Natural Resources","10/1/2024","12/31/2024","New","25-0134",2024-09-12 10:02:00,"92000","9/13/2024 12:00:00 AM",NA,NA,"Policy Analysis of the Bureau of Land Management's Conservation and Landscape Health Rule","Proposal Created > Status was changed from: In Development to Under Review > Status was changed from: Under Review to In Development > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor > Status was changed from: Submitted to Sponsor to Under Consideration > Status was changed from: Under Consideration to Funded","Melanie Armstrong > Thomas Abraham Lentner > Temple Leigh Stoellinger > Farrell Jean Rapp","9/12/2024 10:02:03 AM > 9/12/2024 04:46:36 PM > 9/13/2024 12:02:01 PM > 9/13/2024 12:39:31 PM > 9/13/2024 01:03:19 PM > 9/13/2024 02:06:00 PM > 9/13/2024 03:30:13 PM > 9/16/2024 04:59:20 PM > 9/26/2024 01:07:36 PM > 10/3/2024 11:12:10 AM","updating the budget
 > Submitted by PI on 09/13/2024 at 3:10pm > Agreement under review. > Funded.",NA,"9ec9fa1e-9879-401b-b8e7-a0ea88080fab",NA,"Passes pre-award checks, IDC limited to 15%","9/13/2024 12:40:56 PM > 9/13/2024 02:06:00 PM > 9/13/2024 01:03:19 PM > 9/13/2024 02:52:54 PM > 9/13/2024 02:52:41 PM > 9/13/2024 02:52:21 PM > 9/13/2024 03:30:13 PM","Approved > Certified",NA,"80000","12000","92000",NA,"Yes","92000","80000","12000","92000","FY2025","250134A0001",92000,"15TDC","Haub School of Environment & Natural Resources",0,1,0,0,0,0,0,0,1
"25-0144-P0001","Targeting an unexplored function of PARP1 for lymphoma treatment","Khaled M. Elokely","School of Pharmacy","Submitted to Sponsor","ADD NEW","National Cancer Institute/National Institutes of Health/Department of Health and Human Services","School of Pharmacy","7/1/2025","6/30/2030","New","25-0144",2024-09-16 09:21:00,"297875","9/23/2024 12:00:00 AM",NA,"Thomas Jefferson University","Targeting an unexplored function of PARP1 for lymphoma treatment","Proposal Created > Status was changed from: In Development to Under Review > Status was changed from: Under Review to In Development > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to In Development > Status was changed from: In Development to Submitted to Sponsor","Khaled M. Elokely > John Ruess > Farrell Jean Rapp","9/16/2024 09:21:54 AM > 9/16/2024 09:49:10 AM > 9/17/2024 09:02:55 AM > 9/17/2024 09:24:02 AM > 9/17/2024 09:25:31 AM > 9/20/2024 09:46:37 AM > 9/23/2024 10:19:00 AM > 9/23/2024 12:06:04 PM","edit hierarchy > link S2S form > submitted",NA,"494af62e-7174-47fc-9664-977921d5fa37",NA,"I have reviewed and approve.","9/20/2024 09:46:37 AM > 9/19/2024 04:50:53 PM > 9/19/2024 02:57:45 PM > 9/17/2024 09:25:31 AM > 9/17/2024 09:24:26 AM","Approved > Certified > Not Completed",NA,"224131","73744","297875","A Subrecipient","No","297875","224131","73744","297875","FY2025","250144A0001",NA,NA,"College of Health Sciences",0,0,0,1,0,0,0,0,1
"25-0304-P0001","Targeting intracellular CTLA4 in melanoma by stapled peptides and small molecule inhibitors","Khaled M. Elokely","School of Pharmacy","Submitted to Sponsor","Temple University","National Institutes of Health/Department of Health and Human Services","School of Pharmacy","9/1/2025","8/30/2030","New","25-0304",2024-11-11 09:37:00,"556627","11/25/2024 12:00:00 AM",NA,NA,"Targeting intracellular CTLA4 in melanoma by stapled peptides and small molecule inhibitors","Proposal Created > Assigned to SP Proposal Administrator: Kayleigh Ann Edgar > Status was changed from: In Development to Under Review > Status was changed from: Under Review to In Development > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor","Khaled M. Elokely > Marissa K. Gannon > Farrell Jean Rapp","11/11/2024 09:37:34 AM > 11/12/2024 02:19:42 PM > 11/13/2024 10:02:24 AM > 11/21/2024 11:31:14 AM > 11/21/2024 11:59:24 AM > 11/25/2024 01:45:08 PM > 11/26/2024 08:13:07 AM > 11/27/2024 09:24:27 AM","Updating form fields > Submitted to Prime 11/26/24",NA,"b3306549-a2eb-4fd9-aa50-32693f0b10fc",NA,"I have reviewed and approve this proposal.","11/25/2024 01:43:14 PM > 11/25/2024 01:45:08 PM > 11/25/2024 06:58:11 PM > 11/25/2024 05:05:28 PM > 11/26/2024 08:13:07 AM","Approved > Certified",NA,"406114","150513","553627","A Subrecipient","No","556627","406114","150513","553627","FY2025","250304A0001",NA,NA,"College of Health Sciences",0,0,0,1,0,0,0,0,1
"25-0115-P0001","Test Research Project","Koen Jasper Groot","Mechanical Engineering","Not Submitted to Sponsor","Department of the Air Force/Department of Defense",NA,"Mechanical Engineering",NA,NA,"Pre-proposal","25-0115",2024-09-06 02:38:00,NA,"11/15/2024 12:00:00 AM",NA,NA,"Full proposal title test","Proposal Created > Status was changed from: In Development to Closed. Resolution set to: PI Abandoned","Koen Jasper Groot > Thomas Abraham Lentner","9/6/2024 02:38:20 PM > 9/13/2024 01:56:32 PM","A test roamwyo entry to test features and learn the system",NA,"17a043ee-661d-4c15-912a-bb6f8d1ebd4f","PI Abandoned",NA,NA,"Not Completed",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,"FY2025","250115A0001",NA,NA,"College of Engineering & Physical Sciences",0,0,1,0,0,0,0,0,0
"24-0655-P0001","The Impact of Race on Mock Jurors' Perceptions Pain and Damage Awards","Hannah Jordan Phalen","Psychology","Funded","Psi Chi International Honor Society in Psychology",NA,"Psychology","12/31/2023","6/30/2024","New","24-0655",2023-12-18 01:00:00,"1000","1/5/2024 12:00:00 AM",NA,NA,"The Impact of Race on Mock Jurors' Perceptions Pain and Damage Awards","Proposal Created > Status was changed from: In Development to Under Review > Assigned to SP Proposal Administrator: Tashina Lemons > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor > Status was changed from: Submitted to Sponsor to Funded","Tashina Lemons > Hannah Jordan Phalen > Farrell Jean Rapp","12/18/2023 01:00:42 PM > 12/21/2023 11:53:27 AM > 1/3/2024 08:21:00 AM > 1/17/2024 08:41:56 AM > 1/17/2024 03:40:44 PM > 1/19/2024 05:11:43 PM > 3/5/2024 02:01:53 PM","previously submitted to sponsor > project has been funded",NA,"f6a68015-645f-42eb-b670-8dc3c6827390",NA,"This is for a small grant for a graduate student, all information is on attachment tab","1/17/2024 03:40:44 PM > 1/17/2024 02:34:56 PM > 1/17/2024 10:14:00 AM > 1/17/2024 10:13:32 AM > 1/17/2024 08:41:56 AM > 1/11/2024 09:04:39 AM","Approved > Certified",NA,"1000","0","1000",NA,"Yes","1000","1000","0","1000","FY2024","240655A0001",1000,"NONE","College of Arts & Sciences",0,1,0,0,0,0,0,0,1
"25-0438-P0001","The Star Scout Asteroseismology Mission","Meridith Paige Joyce","School of Computing","Submitted to Sponsor","University of Florida","National Aeronautics and Space Administration","Physics & Astronomy","9/15/2025","9/14/2030","New","25-0438",2025-01-14 03:08:00,"3e+05","1/31/2025 12:00:00 AM",NA,NA,"The Star Scout Asteroseismology Mission","Proposal Created > Assigned to SP Proposal Administrator: Janissa Marie Analissia Martinez > Status was changed from: In Development to Under Review > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor","Thomas Abraham Lentner > Meridith Paige Joyce > Farrell Jean Rapp > Janissa Marie Analissia Martinez","1/14/2025 03:08:21 PM > 1/17/2025 09:16:15 AM > 1/30/2025 05:23:01 PM > 1/30/2025 05:26:41 PM > 1/31/2025 02:38:28 PM > 2/10/2025 08:31:38 AM","Submitted to sponsor 2/7/25. Acknowledged receipt 2/10/25.",NA,"4013d13b-2108-4646-8f9a-bdfefd31c2d0",NA,"Passes pre-award checks.","1/30/2025 05:23:21 PM > 1/30/2025 05:26:41 PM > 1/31/2025 02:03:15 PM > 1/30/2025 08:43:39 PM > 1/31/2025 02:38:29 PM","Approved > Certified",NA,"207612.46","92387.54","3e+05","A Subrecipient","No","300000","207612.46","92387.54","300000","FY2025","250438A0001",NA,NA,"College of Engineering & Physical Sciences",0,0,0,1,0,0,0,0,1
"24-0385-P0001","The interplay of surface evolution, shallow magmatism, a large hydrothermal system, and hazards at Puyehue-Cordon Caulle Volcanic","Joseph Biasi","Geology & Geophysics","Funded","National Science Foundation",NA,"Geology & Geophysics","10/1/2023","9/30/2028","Transfer","24-0385",2023-09-10 05:53:00,"253495","7/13/2023 12:00:00 AM",NA,NA,"Collaborative Research: The interplay of surface evolution, shallow magmatism, a large hydrothermal system, and hazards at Puyehue-Cordon Caulle Volcanic Complex, Chile","Proposal Created > Status was changed from: In Development to Under Review > Assigned to SP Proposal Administrator: Kasi Smart > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor > Status was changed from: Submitted to Sponsor to Funded","Farrell Jean Rapp > Joseph Biasi > Tashina Lemons","9/10/2023 05:53:54 PM > 9/11/2023 11:38:57 AM > 9/18/2023 08:09:04 AM > 9/26/2023 06:42:38 PM > 9/27/2023 10:46:53 AM > 9/28/2023 10:07:28 AM > 10/2/2023 08:32:27 AM","Previously submitted to sponsor, transfer of award to UW > Funded.",NA,"ac55167d-5a76-4e7b-bb3f-708170d2f094",NA,"Award transfer; routing to establish award at UW.","9/27/2023 10:46:53 AM > 9/27/2023 08:20:31 AM > 9/26/2023 06:53:11 PM > 9/26/2023 06:42:38 PM > 9/25/2023 03:15:52 PM","Approved > Certified > Not Yet Active",NA,"180972","72523","253495","A collaborative proposal","No","253495","180972","72523","253495","FY2024","240385A0001",120831,"445MTDC1","College of Engineering & Physical Sciences",0,1,0,0,0,0,0,0,1
"25-0263-P0001","The role of stock ponds in the persistence of amphibians in Thunder Basin National Grassland","Gabriel Maturani Barrile","Zoology & Physiology","Submitted to Sponsor","Wyoming Game and Fish Department",NA,"Zoology & Physiology","7/1/2025","6/30/2028","New","25-0263",2024-10-25 03:04:00,"148757","10/28/2024 12:00:00 AM",NA,NA,"The role of stock ponds in the persistence of amphibians in Thunder Basin National Grassland","Proposal Created > Assigned to SP Proposal Administrator: John Ruess > Status was changed from: In Development to Under Review > Status was changed from: Under Review to In Development > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor","John Ruess > Janissa Marie Analissia Martinez > Gabriel Maturani Barrile > Farrell Jean Rapp > Thomas Abraham Lentner","10/25/2024 03:04:16 PM > 11/15/2024 09:07:30 AM > 11/18/2024 08:44:06 AM > 11/19/2024 04:16:48 PM > 11/19/2024 04:17:39 PM > 11/19/2024 04:20:49 PM > 11/20/2024 08:43:56 AM > 11/21/2024 08:32:08 PM","edits > Post-Submission Review",NA,"a0e4e651-430a-4ef0-96fc-29072e98107f",NA,"IDC at the State rate of 20% TDC.","11/18/2024 08:45:22 AM > 11/19/2024 04:17:47 PM > 11/19/2024 04:20:49 PM > 11/20/2024 06:45:32 AM > 11/19/2024 04:31:40 PM > 11/20/2024 08:43:56 AM","Approved > Certified",NA,"123964","24793","148757",NA,"Yes","148757","123964","24793","148757","FY2025","250263A0001",NA,NA,"College of Agriculture, Life Sciences & Natural Resources",0,0,0,1,0,0,0,0,1
"25-0468-P0001","Toward the development of the machine-learning-based lidar-based remote sensing algorithm for aerosol property characterization","Masanori Saito","Atmospheric Science","Submitted to Sponsor","National Aeronautics and Space Administration",NA,"Atmospheric Science","7/26/2025","7/25/2026","New","25-0468",2025-01-21 04:18:00,"121167","2/26/2025 12:00:00 AM",NA,NA,"Toward the development of the machine-learning-based lidar-based remote sensing algorithm for aerosol property characterization","Proposal Created > Status was changed from: In Development to Under Review > Status was changed from: Under Review to In Development > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor","Nicholas A. Giraldo > Masanori Saito > John Ruess > Owen Cruikshank > Farrell Jean Rapp > Marissa K. Gannon","1/21/2025 04:18:15 PM > 2/20/2025 10:21:32 AM > 2/20/2025 10:36:56 AM > 2/20/2025 10:38:00 AM > 2/20/2025 11:18:08 AM > 2/21/2025 12:12:23 PM > 2/23/2025 04:13:06 PM > 2/25/2025 09:11:17 AM","edits > submitted",NA,"f11ed68d-3609-4d9c-bffc-5342c38acbe4",NA,"Passes pre-award checks.","2/20/2025 11:02:37 AM > 2/21/2025 12:12:23 PM > 2/20/2025 11:18:08 AM > 2/22/2025 08:55:26 AM > 2/21/2025 02:46:11 PM > 2/21/2025 02:46:05 PM > 2/23/2025 04:13:06 PM","Approved > Certified",NA,"87548","33619","121167",NA,"Yes","121167","87548","33619","121167","FY2025","250468A0001",NA,NA,"College of Engineering & Physical Sciences",0,0,0,1,0,0,0,0,1
"25-0290-P0001","Triage, Recovery, and Resilience:  Advancing WNC Post-Hurricane Helene","Curt Davidson","Haub School of Environment & Natural Resources","Submitted to Sponsor","Environmental Protection Agency",NA,"Haub School of Environment & Natural Resources","1/1/2025","12/31/2027","New","25-0290",2024-11-05 01:21:00,"19746822","11/21/2024 12:00:00 AM",NA,NA,"Resilient WNC Outdoors Initiative","Proposal Created > Status was changed from: In Development to Under Review > Status was changed from: Under Review to In Development > Certified > Form was edited in 'Under Review' status > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor","Shawn A Bunning > Curt Davidson > Thomas Abraham Lentner > Farrell Jean Rapp","11/5/2024 01:21:30 PM > 11/14/2024 03:13:12 PM > 11/15/2024 10:57:41 AM > 11/19/2024 01:57:05 PM > 11/19/2024 04:54:12 PM > 11/19/2024 05:15:53 PM > 11/20/2024 07:33:24 AM > 11/20/2024 08:33:17 AM > 11/20/2024 08:35:04 AM > 11/20/2024 08:37:47 AM > 11/21/2024 08:15:55 PM","Not ready for review. > Updating form fields
 > Submitted 11/21/2024 GRANT14308323",NA,"7a0afce8-03a3-423f-8b4a-23a33ddffdbc",NA,"Passes pre-award checks. Pre-Award agreement negotiator is preparing a partnership agreement for Riverlink the major subrecipient.  Will be complete and executed by the time of proposal. > NOFO limits indirect costs to 20% TFFA including subawards indirect costs. Using the 34% Other Sponsored rate we are less than the 20% TFFA","11/19/2024 05:18:47 PM > 11/20/2024 07:33:24 AM > 11/20/2024 07:48:34 AM > 11/20/2024 07:48:23 AM > 11/20/2024 08:37:47 AM","Approved > Certified",NA,"18618741","1128081","19746822",NA,"Yes","19746822","18618741","1128081","19746822","FY2025","250290A0001",NA,NA,"Haub School of Environment & Natural Resources",0,0,0,1,0,0,0,0,1
"24-0175-P0001","UW Wastewater testing LAB","Bledar Bisha","Animal Science","Funded","Wyoming Department of Health",NA,"Animal Science","6/22/2023","8/22/2027","New","24-0175",2023-08-16 12:36:00,"6e+05","6/30/2023 12:00:00 AM",NA,NA,"UW Wastewater testing LAB","Proposal Created > Status was changed from: In Development to Under Review > Status was changed from: Under Review to In Development > Assigned to SP Proposal Administrator: Farrell Jean Rapp > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor > Status was changed from: Submitted to Sponsor to Funded","Bledar Bisha > Farrell Jean Rapp > Tashina Lemons","8/16/2023 12:36:11 PM > 8/18/2023 08:33:10 AM > 8/18/2023 10:11:51 AM > 8/18/2023 10:15:15 AM > 8/18/2023 10:38:35 AM > 8/30/2023 03:25:54 PM > 8/31/2023 09:26:38 AM > 9/4/2023 04:05:43 PM > 9/4/2023 04:11:58 PM > 9/4/2023 11:02:17 PM > 9/5/2023 11:44:14 AM > 9/5/2023 11:44:57 AM > 9/5/2023 11:45:05 AM","Corrections. > updates to budget need to be made, 20% IDC needs to be added. > Budget Revisions. > Legacy. No Greensheet. > Funded.",NA,"d8e41470-e38c-4770-9037-e90a1ea2ee04",NA,NA,"9/5/2023 11:44:15 AM > 9/5/2023 06:59:36 AM > 9/4/2023 11:02:58 PM > 9/4/2023 11:02:17 PM > 9/4/2023 04:12:18 PM","Approved > Certified",NA,"5e+05","1e+05","6e+05",NA,"Yes","600000","500000","100000","600000","FY2024","240175A0001",6e+05,"20TDC","College of Agriculture, Life Sciences & Natural Resources",0,1,0,0,0,0,0,0,1
